1137	7(disz)-kam	OTHER
1113	lu2-{d}nin-gir2-su	PN
1111	8(disz)-kam	OTHER
1103	ur-{d}suen	PN
1099	lugal-e2-mah-e	PN
1090	gukkal	OTHER
1089	ur-{d}szara2	PN
1088	2(gesz'u)	OTHER
1076	duh	OTHER
1074	kir11	OTHER
1073	a-a-kal-la	PN
1053	{d}dumu-zi	OTHER
1038	{gesz}tukul	OTHER
1037	ezem-an-na	OTHER
1037	aga3-us2	OTHER
1025	sza-asz-ru{ki}	GN
1014	ma-da	OTHER
1004	bala	OTHER
997	siskur2	OTHER
991	lu2-{d}szara2	PN
988	4(iku)	OTHER
980	esir2	OTHER
979	ensi2-ka	OTHER
976	3(ban2)-ta	OTHER
965	ezem-{d}nin-a-zu	OTHER
965	1(iku)	OTHER
963	7(gesz2)	OTHER
962	a-tu	PN
957	gub-ba-am3	OTHER
954	2(iku)	OTHER
952	SIG7-a	OTHER
939	{d}nin-lil2	OTHER
938	kusz3	OTHER
936	kuruszda	OTHER
929	mah2	OTHER
928	gu-la	OTHER
926	a-lum	OTHER
924	ur-e11-e	PN
924	da-da	PN
920	dumu-ni	OTHER
918	hu-uh2-nu-ri{ki}	GN
913	esza	OTHER
898	ur-{d}ig-alim	PN
898	ki-siki-{d}nin-a-zu	OTHER
898	al	OTHER
896	lugal-ezem	PN
887	ARAD2	OTHER
886	ur-sa6-ga	PN
886	ba-an-ti	OTHER
885	{tug2}guz-za	OTHER
883	ur-{d}nansze	OTHER
875	sagi	OTHER
875	gid2-da	OTHER
875	{d}szul-gi	OTHER
869	lugal-ku3-zu	PN
867	numun	OTHER
